location,start_date,end_date,year,month,visitation_count,frequency,source_file,source_sheet,source_row,source_col,target_processing,trail_name
Biscuit Brook,2015-11-01,2015-11-30,2015,11,115,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,26,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2015-12-01,2015-12-31,2015,12,91,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,26,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2016-01-01,2016-01-31,2016,1,98,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,27,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2016-02-01,2016-02-29,2016,2,136,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,27,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2016-03-01,2016-03-31,2016,3,128,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,27,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2016-04-01,2016-04-30,2016,4,98,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,27,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2016-05-01,2016-05-31,2016,5,73,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,27,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2016-06-01,2016-06-30,2016,6,135,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,27,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2016-07-01,2016-07-31,2016,7,111,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,27,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2016-08-01,2016-08-31,2016,8,130,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,27,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2016-09-01,2016-09-30,2016,9,97,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,27,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2016-10-01,2016-10-31,2016,10,94,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,27,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2016-11-01,2016-11-30,2016,11,110,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,27,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2016-12-01,2016-12-31,2016,12,73,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,27,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2017-01-01,2017-01-31,2017,1,90,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,28,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2017-02-01,2017-02-28,2017,2,58,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,28,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2017-03-01,2017-03-31,2017,3,48,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,28,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2017-04-01,2017-04-30,2017,4,79,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,28,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2017-05-01,2017-05-31,2017,5,76,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,28,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2017-06-01,2017-06-30,2017,6,81,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,28,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2017-07-01,2017-07-31,2017,7,110,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,28,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2017-08-01,2017-08-31,2017,8,81,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,28,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2017-09-01,2017-09-30,2017,9,118,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,28,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2017-10-01,2017-10-31,2017,10,112,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,28,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2017-11-01,2017-11-30,2017,11,89,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,28,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2017-12-01,2017-12-31,2017,12,72,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,28,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2018-01-01,2018-01-31,2018,1,48,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,29,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2018-02-01,2018-02-28,2018,2,92,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,29,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2018-03-01,2018-03-31,2018,3,37,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,29,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2018-04-01,2018-04-30,2018,4,80,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,29,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2018-05-01,2018-05-31,2018,5,139,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,29,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2018-06-01,2018-06-30,2018,6,124,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,29,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2018-07-01,2018-07-31,2018,7,105,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,29,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2018-08-01,2018-08-31,2018,8,93,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,29,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2018-09-01,2018-09-30,2018,9,89,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,29,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2018-10-01,2018-10-31,2018,10,95,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,29,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2018-11-01,2018-11-30,2018,11,65,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,29,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2018-12-01,2018-12-31,2018,12,72,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,29,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2019-01-01,2019-01-31,2019,1,65,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,30,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2019-02-01,2019-02-28,2019,2,83,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,30,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2019-03-01,2019-03-31,2019,3,109,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,30,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2019-04-01,2019-04-30,2019,4,60,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,30,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2019-05-01,2019-05-31,2019,5,104,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,30,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2019-06-01,2019-06-30,2019,6,130,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,30,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2019-07-01,2019-07-31,2019,7,140,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,30,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2019-08-01,2019-08-31,2019,8,123,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,30,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2019-09-01,2019-09-30,2019,9,122,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,30,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2019-10-01,2019-10-31,2019,10,69,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,30,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2019-11-01,2019-11-30,2019,11,133,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,30,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2019-12-01,2019-12-31,2019,12,68,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,30,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2020-01-01,2020-01-31,2020,1,84,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,31,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2020-02-01,2020-02-29,2020,2,105,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,31,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2020-03-01,2020-03-31,2020,3,125,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,31,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2020-04-01,2020-04-30,2020,4,71,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,31,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2020-05-01,2020-05-31,2020,5,207,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,31,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2020-06-01,2020-06-30,2020,6,183,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,31,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2020-07-01,2020-07-31,2020,7,173,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,31,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2020-08-01,2020-08-31,2020,8,218,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,31,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2020-09-01,2020-09-30,2020,9,168,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,31,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2020-10-01,2020-10-31,2020,10,208,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,31,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2020-11-01,2020-11-30,2020,11,230,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,31,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2020-12-01,2020-12-31,2020,12,70,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,31,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2021-01-01,2021-01-31,2021,1,103,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,32,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2021-02-01,2021-02-28,2021,2,131,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,32,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2021-03-01,2021-03-31,2021,3,199,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,32,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2021-04-01,2021-04-30,2021,4,141,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,32,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2021-05-01,2021-05-31,2021,5,127,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,32,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2021-06-01,2021-06-30,2021,6,175,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,32,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2021-07-01,2021-07-31,2021,7,123,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,32,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2021-08-01,2021-08-31,2021,8,105,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,32,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2021-09-01,2021-09-30,2021,9,88,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,32,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2021-10-01,2021-10-31,2021,10,155,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,32,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2021-11-01,2021-11-30,2021,11,134,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,32,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2021-12-01,2021-12-31,2021,12,111,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,32,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2022-01-01,2022-01-31,2022,1,83,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,33,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2022-02-01,2022-02-28,2022,2,97,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,33,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2022-03-01,2022-03-31,2022,3,83,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,33,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2022-04-01,2022-04-30,2022,4,160,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,33,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2022-05-01,2022-05-31,2022,5,144,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,33,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2022-06-01,2022-06-30,2022,6,121,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,33,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2022-07-01,2022-07-31,2022,7,145,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,33,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2022-08-01,2022-08-31,2022,8,107,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,33,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2022-09-01,2022-09-30,2022,9,125,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,33,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2022-10-01,2022-10-31,2022,10,133,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,33,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2022-11-01,2022-11-30,2022,11,77,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,33,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2022-12-01,2022-12-31,2022,12,72,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,33,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2023-01-01,2023-01-31,2023,1,47,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,34,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2023-02-01,2023-02-28,2023,2,68,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,34,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2023-03-01,2023-03-31,2023,3,59,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,34,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2023-04-01,2023-04-30,2023,4,74,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,34,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2023-05-01,2023-05-31,2023,5,157,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,34,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2023-06-01,2023-06-30,2023,6,121,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,34,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2023-07-01,2023-07-31,2023,7,144,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,34,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2023-08-01,2023-08-31,2023,8,98,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,34,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Upper Cherrytown Road,1996-01-01,1996-01-31,1996,1,10,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,5,7,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1996-02-01,1996-02-29,1996,2,10,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,6,7,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1996-03-01,1996-03-31,1996,3,10,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,7,7,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1996-04-01,1996-04-30,1996,4,50,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,8,7,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1996-05-01,1996-05-31,1996,5,50,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,9,7,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1996-06-01,1996-06-30,1996,6,132,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,10,7,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1996-07-01,1996-07-31,1996,7,269,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,11,7,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1996-08-01,1996-08-31,1996,8,193,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,12,7,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1996-09-01,1996-09-30,1996,9,155,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,13,7,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1996-10-01,1996-10-31,1996,10,247,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,14,7,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1996-11-01,1996-11-30,1996,11,113,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,15,7,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1996-12-01,1996-12-31,1996,12,35,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,16,7,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1997-01-01,1997-01-31,1997,1,26,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,5,8,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1997-02-01,1997-02-28,1997,2,45,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,6,8,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1997-03-01,1997-03-31,1997,3,67,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,7,8,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1997-04-01,1997-04-30,1997,4,153,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,8,8,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1997-05-01,1997-05-31,1997,5,240,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,9,8,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1997-06-01,1997-06-30,1997,6,197,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,10,8,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1997-07-01,1997-07-31,1997,7,200,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,11,8,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1997-08-01,1997-08-31,1997,8,254,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,12,8,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1997-09-01,1997-09-30,1997,9,137,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,13,8,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1997-10-01,1997-10-31,1997,10,254,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,14,8,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1997-11-01,1997-11-30,1997,11,62,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,15,8,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1997-12-01,1997-12-31,1997,12,70,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,16,8,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1998-01-01,1998-01-31,1998,1,87,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,5,9,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1998-02-01,1998-02-28,1998,2,89,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,6,9,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1998-03-01,1998-03-31,1998,3,93,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,7,9,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1998-04-01,1998-04-30,1998,4,168,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,8,9,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1998-05-01,1998-05-31,1998,5,255,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,9,9,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1998-06-01,1998-06-30,1998,6,177,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,10,9,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1998-07-01,1998-07-31,1998,7,301,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,11,9,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1998-08-01,1998-08-31,1998,8,268,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,12,9,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1998-09-01,1998-09-30,1998,9,207,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,13,9,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1998-10-01,1998-10-31,1998,10,288,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,14,9,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1998-11-01,1998-11-30,1998,11,146,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,15,9,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1998-12-01,1998-12-31,1998,12,62,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,16,9,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1999-01-01,1999-01-31,1999,1,71,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,5,10,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1999-02-01,1999-02-28,1999,2,62,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,6,10,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1999-03-01,1999-03-31,1999,3,73,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,7,10,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1999-04-01,1999-04-30,1999,4,157,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,8,10,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1999-05-01,1999-05-31,1999,5,187,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,9,10,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1999-06-01,1999-06-30,1999,6,72,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,10,10,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1999-07-01,1999-07-31,1999,7,119,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,11,10,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1999-08-01,1999-08-31,1999,8,208,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,12,10,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1999-09-01,1999-09-30,1999,9,243,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,13,10,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1999-10-01,1999-10-31,1999,10,215,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,14,10,observed_monthly_from_register_tally,Vernooy Falls Trail
